id,mssubclass,lotshape,landcontour,landslope,bldgtype,housestyle,overallqual,overallcond,lotfrontage,lotarea,garagearea,grlivarea,totalbsmtsf,saleprice,gentle_slope,moderate_slope,severe_slope,regular_shape,ordinal_lot_shape,mean_land_contour,lotfrontage_mean_norm,lotarea_mean_norm,garagearea_mean_norm,grlivarea_mean_norm,totalbsmtsf_mean_norm,saleprice_mean_norm,lotfrontage_standard,lotarea_standard,garagearea_standard,grlivarea_standard,totalbsmtsf_standard,saleprice_standard
329,2-1/2 STORY ALL AGES,Slightly irregular,Banked - Quick and significant rise from street grade to building,Gentle slope,Single-family Detached,Two and one-half story: 2nd level unfinished,Above Average,Above Average,,11888,441,2134,844,214500,1,0,0,4,1,0.75,,0.006408992581309304,-0.02255298800162297,0.11652906958738941,-0.03493117054906621,0.04663075143672968,,0.13742163422018822,-0.14962755052615317,1.1774906490651207,-0.48666512576476956,0.42282541953962144
331,DUPLEX - ALL STYLES AND AGES,Slightly irregular,Near Flat/Level,Gentle slope,Duplex,One story,Average,Below Average,,10624,352,1728,1728,119000,1,0,0,4,1,0.99,,0.0005009320984749305,-0.08531744498328729,0.040040750069680296,0.10974968051476358,-0.0859897179425232,,0.01074098725071546,-0.5660376491611865,0.4045995471820395,1.5290452976757891,-0.7797137606601477
336,2 FAMILY CONVERSION - ALL STYLES AND AGES,Slightly irregular,Hillside - Significant slope from side to side,Severe Slope,Two-family Conversion; originally built as one-family dwelling,One and one-half story: 2nd level finished,Average,Above Average,,164660,529,1786,1499,228950,0,0,1,4,1,0.64,,0.7204803660651486,0.03950625036226984,0.050967652857924456,0.0722701387799027,0.06669740884542291,,15.448541728223583,0.26210378295567754,0.5150125617367654,1.0068759685265947,0.6047803007321519
343,DUPLEX - ALL STYLES AND AGES,Regular,Near Flat/Level,Gentle slope,Duplex,One story,Fair,Below Average,,8544,400,1040,0,87500,1,0,0,0,0,0.99,,-0.009221192746695557,-0.05146695133025485,-0.08957492438397456,-0.1730653767683788,-0.12973364239746002,,-0.19772083687626502,-0.3414569218074607,-0.9051272461567778,-2.4111669327600542,-1.1763628096265637
347,1-STORY 1946 & NEWER ALL STYLES,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Above Average,Very Good,,12772,301,958,958,151500,1,0,0,4,1,0.99,,0.01054089564050676,-0.12128359448963426,-0.1050233041880439,-0.01627323274219223,-0.04085709747314395,,0.22601790947415493,-0.8046546719745202,-1.0612284046651832,-0.22672056889573822,-0.37047267839321063
348,1-STORY 1946 & NEWER ALL STYLES,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Above Average,Average,,17600,498,1478,1478,157500,1,0,0,4,1,0.99,,0.0331074431176621,0.017644473211353054,-0.0070579688451652195,0.06883315023653118,-0.03252492138648932,,0.7098898743227423,0.11706206320639628,-0.07131861900212377,0.9589914448928257,-0.29492047859008375
352,1-STORY PUD (Planned Unit Development) - 1946 & NEWER,Slightly irregular,Depression,Moderate Slope,Single-family Detached,One story,Good,Average,,5271,445,1453,1453,190000,0,1,0,4,1,0.25,,-0.024519517082389312,-0.019732113530536933,-0.01176784073664977,0.06474149720870793,0.012607699082889933,,-0.5257475437837684,-0.13091248991334267,-0.1189104356205401,0.9019860596145294,0.11432060367685341
357,1-STORY 1946 & NEWER ALL STYLES,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Above Average,Above Average,,9248,400,1167,1158,173000,1,0,0,4,1,0.99,,-0.005930627414484008,-0.05146695133025485,-0.06564877517523304,0.016459991480393694,-0.011000133162631522,,-0.12716452717174856,-0.3414569218074607,-0.6633608177352228,0.22932251333063253,-0.09974396243200602
361,SPLIT FOYER,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,Split Foyer,Above Average,Above Average,,7540,470,912,888,156000,1,0,0,4,1,0.99,,-0.01391398762388362,-0.002101648086249203,-0.11368946846837547,-0.027729861220097303,-0.034607965408152974,,-0.2983437558298652,-0.01394336108327713,-1.1487973472430695,-0.386335647674968,-0.31380852854086544
362,1-1/2 STORY FINISHED ALL AGES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One and one-half story: 2nd level finished,Average,Average,,9144,240,1505,883,145000,1,0,0,0,0,0.99,,-0.006416733656742532,-0.16430193017369632,-0.001971307202361904,-0.028548191825661953,-0.0498836215670198,,-0.13758761837809758,-1.0900593463198802,-0.019919457054234143,-0.39773672473062727,-0.45232089484659804
365,2-STORY 1946 & NEWER,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,Above Average,Average,,18800,566,1574,796,190000,1,0,0,4,1,0.99,,0.038716361297568155,0.06559933921981567,0.011027939218135458,-0.04278714436248683,0.012607699082889933,,0.8301563113190772,0.4352180936241746,0.11143395681259492,-0.5961154654990986,0.11432060367685341
367,1-STORY 1946 & NEWER ALL STYLES,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Above Average,Average,,9500,514,1394,1394,159000,1,0,0,4,1,0.99,,-0.004752754596703737,0.0289279710956972,-0.022883138400553314,0.055085196063045086,-0.030441877364825662,,-0.10190857540251823,0.19192230565763824,-0.23122712284000263,0.76745335035775,-0.27603242863930205
370,1-STORY 1946 & NEWER ALL STYLES,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Average,Good,,9830,576,1287,1063,162000,1,0,0,4,1,0.99,,-0.003210302097229573,0.07265152539753077,-0.0430413900961072,0.0009117099746653813,-0.026275789321498346,,-0.06883530522852613,0.4820057451562008,-0.4349200979668245,0.012702049273106416,-0.2382563287377386
371,2-STORY 1946 & NEWER,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,Above Average,Average,,8121,460,1664,953,172400,1,0,0,4,1,0.99,,-0.01119833640511244,-0.009153834263964294,0.027983478027479844,-0.017091563347756876,-0.011833350771296986,,-0.24011475591747308,-0.06073101261530335,0.2827644966388937,-0.2381216459513975,-0.10729918241231871
376,1-STORY 1945 & OLDER,Slightly irregular,Depression,Severe Slope,Single-family Detached,One story,Very Poor,Very Poor,,10020,0,904,683,61000,0,0,1,4,1,0.25,,-0.002322223385411115,-0.33355439843885853,-0.11519662747365053,-0.061281416048247876,-0.16653408678018464,,-0.0497931193707731,-2.2129629830885094,-1.1640267285609627,-0.8537798069569981,-1.5100516920903742
385,2-STORY 1946 & NEWER,Moderately Irregular,Depression,Moderate Slope,Single-family Detached,Two story,Above Average,Average,,53107,501,1953,1580,240000,0,1,0,4,2,0.25,,0.19907065796259887,0.01976012906466758,0.08242959709304126,0.08552709459004999,0.08204249980501187,,4.268473523013461,0.13109835866600414,0.8329258967477864,1.1915734168282748,0.7439222687029106
393,1-STORY 1946 & NEWER ALL STYLES,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Average,Good,,8339,294,882,0,106500,1,0,0,4,1,0.99,,-0.010179382935762841,-0.12622012481403483,-0.11934131473815693,-0.1730653767683788,-0.10334841812305369,,-0.21826635319647222,-0.8374060280469385,-1.205907527185169,-2.4111669327600542,-0.9371141769166621
394,1-STORY 1945 & OLDER,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Below Average,Average,,7446,0,788,788,100000,1,0,0,0,0,0.99,,-0.014353352881309593,-0.33355439843885853,-0.13705043305013884,-0.04409647333139027,-0.11237494221692954,,-0.30776462672791144,-2.2129629830885094,-1.3848527576704144,-0.6143571887881534,-1.0189623933700496
405,2-STORY 1946 & NEWER,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,Above Average,Average,,10364,373,1572,806,168000,1,0,0,4,1,0.99,,-0.0007143335071713805,-0.0705078540100856,0.010651149466816695,-0.04115048315135753,-0.017943613234843715,,-0.0153167407651571,-0.46778358094393147,0.10762661148312161,-0.57331331138778,-0.16270412893461175
406,1-STORY 1946 & NEWER ALL STYLES,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Below Average,Below Average,,9991,490,1620,1281,150000,1,0,0,4,1,0.99,,-0.002457772241425511,0.01200272426918098,0.019694103498467033,0.03659092437728404,-0.042940141494807606,,-0.0526995582648512,0.0796319419807753,0.19900289939048096,0.5097890088998506,-0.3893607283439923
413,1-STORY 1946 & NEWER ALL STYLES,Moderately Irregular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Good,Average,,4403,484,1478,1470,222000,1,0,0,4,2,0.99,,-0.028576634565854686,0.007771412562551925,-0.0070579688451652195,0.06752382126762774,0.057045971545047966,,-0.6127402665444507,0.05155935106155958,-0.07131861900212377,0.9407497216037709,0.51726566929353
422,1-STORY 1946 & NEWER ALL STYLES,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Above Average,Good,,16635,529,1602,1602,215000,1,0,0,4,1,0.99,,0.02859693808132099,0.03950625036226984,0.016302995736598155,0.08912774925453446,0.0473250994439509,,0.613175614571523,0.26210378295567754,0.1647367914252212,1.2417381558731757,0.429121436189882
427,SPLIT OR MULTI-LEVEL,Regular,Depression,Moderate Slope,Single-family Detached,Split Level,Good,Average,,12800,569,1644,1518,275000,0,1,0,0,0,0.25,,0.010671770398037902,0.06771499507313021,0.024215580514292203,0.07537979508104836,0.13064686031049721,,0.22882412633740273,0.44925438908378246,0.24469104334416064,1.0502000613381,1.1846434342211507
448,2-STORY 1946 & NEWER,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,Good,Average,,11214,431,1886,930,199900,1,0,0,4,1,0.99,,0.0032586502035954054,-0.02960517417933806,0.06980714042386266,-0.02085588413335426,0.026355789625870076,,0.06987198544058011,-0.1964152020581794,0.7053798282104307,-0.29056660040743015,0.23898173335201273
453,2-STORY 1946 & NEWER,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,Above Average,Average,,9303,422,1756,872,204000,1,0,0,4,1,0.99,,-0.005673551997904981,-0.03595214173928164,0.04531580658814299,-0.030348519157904177,0.03204944328508407,,-0.1216523154760832,-0.23852408843700298,0.45790238179466575,-0.4228190942530777,0.2906090698841494
458,1-STORY 1946 & NEWER ALL STYLES,Slightly irregular,Depression,Moderate Slope,Single-family Detached,One story,Below Average,Above Average,,53227,529,1663,1364,256000,0,1,0,4,1,0.25,,0.1996315497805895,0.03950625036226984,0.02779508315182046,0.050175212429657196,0.10426163603609087,,4.280500166713095,0.26210378295567754,0.280860823974157,0.6990468880237944,0.9453948015112489
459,2-STORY 1945 & OLDER,Regular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,Very Good,Good,,5100,228,1666,588,161000,1,0,0,0,0,0.99,,-0.025318787923025922,-0.17276455358695442,0.028360267778798607,-0.07682969755397619,-0.027664485335940785,,-0.5428855110557461,-1.1462045281583115,0.286571841968367,-1.0704002710145242,-0.2508483620382597
460,1-1/2 STORY FINISHED ALL AGES,Slightly irregular,Banked - Quick and significant rise from street grade to building,Gentle slope,Single-family Detached,One and one-half story: 2nd level finished,Average,Below Average,,7015,352,1203,709,110000,1,0,0,4,1,0.75,,-0.016367889327592516,-0.08531744498328729,-0.05886655965149529,-0.05702609689931171,-0.09848798207250516,,-0.3509603220157617,-0.5660376491611865,-0.5948286018047033,-0.7944942062675698,-0.893042060364838
466,1-STORY PUD (Planned Unit Development) - 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Townhouse End Unit,One story,Good,Average,,3072,398,1414,1375,178740,1,0,0,0,0,0.99,,-0.03479785964706715,-0.052877388565797864,-0.019115240887365673,0.05197553976189943,-0.003029018039731925,,-0.7461357895795522,-0.3508144521138659,-0.19315366954526958,0.7241292575462448,-0.027465691287014662
471,1-STORY PUD (Planned Unit Development) - 1946 & NEWER,Slightly irregular,Near Flat/Level,Gentle slope,Townhouse End Unit,One story,Very Good,Average,,6820,528,1502,1488,212000,1,0,0,4,1,0.99,,-0.01727933853182725,0.03880103174449833,-0.0025364918293400503,0.07046981144766047,0.04315901140062358,,-0.3705036180276661,0.25742501780247495,-0.025630475048444103,0.9817935990041443,0.3913453362883186
485,1-STORY 1946 & NEWER ALL STYLES,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Average,Good,,7758,264,999,999,132500,1,0,0,4,1,0.99,,-0.01289503415453402,-0.1473766833471801,-0.09729911428600922,-0.009562921776562115,-0.06724232174755028,,-0.27649535310886436,-0.9777689826430173,-0.9831778254109805,-0.13323173703933222,-0.6097213111031123
491,2-STORY PUD - 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Townhouse End Unit,Two story,Average,Above Average,,2665,336,1304,264,115000,1,0,0,0,0,0.99,,-0.036700217729751954,-0.09660094286763143,-0.0398386772098977,-0.1298575207945654,-0.09154450200029296,,-0.7869261561274757,-0.6408978916124285,-0.4025576626663014,-1.8091900642212446,-0.8300818938622323
497,1-STORY 1946 & NEWER ALL STYLES,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Very Good,Average,,12692,546,3228,3200,430000,1,0,0,4,1,0.99,,0.010166967761846358,0.0514949668643855,0.3226330635587534,0.350666210792996,0.3458947425490752,,0.2180001470077326,0.34164279056012214,3.260108544287019,4.885522382861878,3.1364085958019277
517,SPLIT OR MULTI-LEVEL,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,Split Level,Above Average,Above Average,,10448,583,2119,689,158000,1,0,0,4,1,0.99,,-0.00032170923457795693,0.07758805572193134,0.11370314645249868,-0.0602994193215703,-0.0318305733792681,,-0.0068980901754136575,0.5147571012286192,1.1489355590940709,-0.8400985144902069,-0.28862446193982316
519,2-STORY 1946 & NEWER,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,Above Average,Average,,9531,546,1796,794,211000,1,0,0,4,1,0.99,,-0.004607857543722831,0.0514949668643855,0.052851601614518275,-0.04311447660471269,0.041770315386181145,,-0.09880169244677957,0.34164279056012214,0.5340492883841319,-0.6006758963213622,0.3787533029877974
530,1-STORY 1946 & NEWER ALL STYLES,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Above Average,Fair,,32668,484,2515,2035,200624,1,0,0,4,1,0.99,,0.10353675906334908,0.007771412562551925,0.188307517213614,0.15999517969643298,0.0273612055403264,,2.2200354348733873,0.05155935106155958,1.9027899343297854,2.2290714288932683,0.24809836546159003
538,1-STORY 1946 & NEWER ALL STYLES,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Below Average,Average,,12735,576,864,864,111250,1,0,0,4,1,0.99,,0.010367953996626324,0.07265152539753077,-0.1227324225000258,-0.031657848126807615,-0.0967521120544521,,0.2223096943334346,0.4820057451562008,-1.2401736351504287,-0.4410608175421325,-0.8773020187391867
539,1-STORY 1946 & NEWER ALL STYLES,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Average,Average,,11553,336,1159,1051,158000,1,0,0,4,1,0.99,,0.004843169589418865,-0.09660094286763143,-0.0671559341805081,-0.0010522834786897742,-0.0318305733792681,,0.10384725389204472,-0.6408978916124285,-0.6785901990531161,-0.014660535660475829,-0.28862446193982316
540,1-STORY 1946 & NEWER ALL STYLES,Regular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Very Good,Average,,11423,670,1601,1581,272000,1,0,0,0,0,0.99,,0.004235536786595709,0.13894207546805262,0.016114600860938775,0.08569076071116292,0.1264807722671699,,0.09081838988410844,0.9218096695572473,0.16283311876048454,1.1938536322394067,1.1468673343195872
542,2-STORY 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Single-family Detached,Two story,Very Good,Average,,11000,648,2285,969,248000,1,0,0,0,0,0.99,,0.0022583931281788265,0.12342726587707943,0.1449766958119561,-0.014472905409950004,0.09315206792055136,,0.04842447084290039,0.8188768361867895,1.464945221440355,-0.20163819937328784,0.8446585351070798
546,1-1/2 STORY FINISHED ALL AGES,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,One and one-half story: 2nd level finished,Good,Average,,13837,786,2183,1204,229000,1,0,0,4,1,0.99,,0.015518810525173381,0.2207474351295477,0.12576041849469913,0.023988633051588458,0.06676684364614503,,0.33275437230840216,1.4645464273287514,1.2707706096372167,0.3342124222426978,0.605409902397178
560,1-STORY PUD (Planned Unit Development) - 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Townhouse End Unit,One story,Good,Average,,3196,420,1557,1374,234000,1,0,0,0,0,0.99,,-0.03421827143514352,-0.03736257897482466,0.007825226331925964,0.051811873640786495,0.07371032371835723,,-0.7337082577565975,-0.24788161874340822,0.07907152151207182,0.7218490421351129,0.6683700688997837
561,1-STORY 1946 & NEWER ALL STYLES,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Average,Above Average,,11341,528,1392,1392,121500,1,0,0,4,1,0.99,,0.0038522607109687957,0.03880103174449833,-0.023259928151872077,0.05475786382081923,-0.08251797790641711,,0.08260018335602556,0.25742501780247495,-0.23503446816947593,0.7628929195354863,-0.7482336774088449
570,DUPLEX - ALL STYLES AND AGES,Slightly irregular,Near Flat/Level,Gentle slope,Duplex,Split Foyer,Average,Average,,7032,600,943,943,135960,1,0,0,4,1,0.99,,-0.016288429653377182,0.08957677222404699,-0.10784922732293463,-0.018728224558886175,-0.06243743353757945,,-0.349256547491647,0.5942961088330637,-1.089783494636233,-0.26092380006271604,-0.5661528758833092
581,1-STORY 1946 & NEWER ALL STYLES,Slightly irregular,Near Flat/Level,Gentle slope,Single-family Detached,One story,Above Average,Above Average,,14585,572,1429,1144,181900,1,0,0,4,1,0.99,,0.019015036190648153,0.06983065092644473,-0.01628931775247494,0.01416866578481268,0.001359261365906181,,0.4077204513694509,0.4632906845433903,-0.16459857957421978,0.19739949757478656,0.012325133942632151
594,1-STORY PUD (Planned Unit Development) - 1946 & NEWER,Regular,Near Flat/Level,Gentle slope,Townhouse End Unit,One story,Above Average,Average,,4435,420,848,848,140000,1,0,0,0,0,0.99,,-0.028427063414390524,-0.03736257897482466,-0.1257467405105759,-0.034276506064614486,-0.05682710163923199,,-0.6095331615578817,-0.24788161874340822,-1.2706323977862153,-0.47754426412024215,-0.5152810613492037
